country,platform,pre_ico_end,pre_ico_start,rating,status,Name,type,End,Start,Duration,pre_Duration
United States of America,Ethereum,2018-06-05 12:00:00,2018-05-14 12:00:00,3.9,Closed,Trivver,ICO,2018-09-28 12:00:00,2018-06-15 12:00:00,105 days 00:00:00.000000000,22 days 00:00:00.000000000
Estonia,Waves,2018-05-27 00:00:00,2018-05-21 00:00:00,4.3,Closed,HomeMine,ICO,2018-06-21 00:00:00,2018-05-28 00:00:00,24 days 00:00:00.000000000,6 days 00:00:00.000000000
Azerbaijan,Ethereum,2018-07-10 00:00:00,2018-05-10 00:00:00,4.3,Closed,Centaure,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,61 days 00:00:00.000000000
Hong Kong,Stellar,2018-04-25 00:00:00,2018-04-01 00:00:00,4.6,Closed,Atlantis Blue,ICO,2018-06-20 00:00:00,2018-05-11 00:00:00,40 days 00:00:00.000000000,24 days 00:00:00.000000000
Ireland,Ethereum,2018-06-16 00:00:00,2018-06-09 00:00:00,3.9,Closed,AIRSTAYZ™,ICO,2018-08-25 00:00:00,2018-08-11 00:00:00,14 days 00:00:00.000000000,7 days 00:00:00.000000000
United States of America,2017-12-15T12:00:00Z,2017-12-15 12:00:00,2017-12-15 12:00:00,2.4,Closed,Hostcoin,ICO,2018-08-07 00:00:00,2018-05-14 00:00:00,85 days 00:00:00.000000000,0 days 00:00:00.000000000
Russia,Ethereum,2018-04-30 00:00:00,2018-04-09 00:00:00,4.3,Closed,Fobscoin,ICO,2018-05-31 00:00:00,2018-05-01 00:00:00,30 days 00:00:00.000000000,21 days 00:00:00.000000000
Singapore,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,4.6,Closed,Liqnet,ICO,2019-02-15 23:55:00,2018-12-15 00:00:00,62 days 23:55:00.000000000,0 days 00:00:00.000000000
Virgin Islands (British),Ethereum,2018-10-15 00:00:00,2018-04-02 00:00:00,5.0,Closed,Zichain,ICO,2018-12-22 00:00:00,2018-12-01 00:00:00,21 days 00:00:00.000000000,196 days 00:00:00.000000000
2017-12-15T12:00:00Z,Ethereum,2018-03-07 00:00:00,2018-02-07 00:00:00,4.4,Closed,Globex SCI,ICO,2018-07-01 00:00:00,2018-04-20 00:00:00,72 days 00:00:00.000000000,28 days 00:00:00.000000000
Singapore,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,4.4,Upcoming,Spiking,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000
Cayman Islands,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,3.3,Unknown,Superbloom,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000
Estonia,Ethereum,2018-04-30 00:00:00,2018-04-16 00:00:00,4.8,Closed,Cryptonic Universe,ICO,2018-05-31 00:00:00,2018-05-02 00:00:00,29 days 00:00:00.000000000,14 days 00:00:00.000000000
Serbia,Ethereum,2018-04-08 00:00:00,2018-03-20 00:00:00,4.3,Closed,Goldiam,ICO,2018-05-18 00:00:00,2018-04-09 00:00:00,39 days 00:00:00.000000000,19 days 00:00:00.000000000
Malta,Ethereum,2018-07-31 00:00:00,2018-06-15 00:00:00,3.7,Closed,Discovery,ICO,2018-09-15 00:00:00,2018-08-01 00:00:00,45 days 00:00:00.000000000,46 days 00:00:00.000000000
Singapore,Ethereum,2018-06-16 00:00:00,2018-06-09 00:00:00,5.0,Closed,AMO Coin,ICO,2018-07-21 00:00:00,2018-07-14 00:00:00,7 days 00:00:00.000000000,7 days 00:00:00.000000000
France,Ethereum,2018-05-09 01:00:00,2018-04-10 08:00:00,4.1,Closed,BTU Protocol,ICO,2018-06-30 00:00:00,2018-06-01 07:00:00,28 days 17:00:00.000000000,28 days 17:00:00.000000000
United States of America,Ethereum,2019-06-24 23:59:00,2019-06-17 01:00:00,4.4,Closed,Bitacium,IEO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,7 days 22:59:00.000000000
United States of America,Own Blockchain,2017-12-15 12:00:00,2017-12-15 12:00:00,0.0,Unknown,KODAKOne,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000
Singapore,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,4.3,Closed,Instant Assets Tokens,ICO,2018-08-15 00:00:00,2018-06-15 00:00:00,61 days 00:00:00.000000000,0 days 00:00:00.000000000
Singapore,Ethereum,2018-07-03 10:00:00,2018-06-27 10:00:00,4.8,Ongoing,EMINENT,ICO,2017-12-15 12:00:00,2018-07-04 10:00:00,-201 days +02:00:00.000000000,6 days 00:00:00.000000000
Germany,Ethereum,2018-06-30 21:59:00,2018-06-01 18:00:00,5.0,Closed,eByte,ICO,2018-09-30 00:00:00,2018-09-01 00:00:00,29 days 00:00:00.000000000,29 days 03:59:00.000000000
Switzerland,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,3.0,Upcoming,Eventboost EVA,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000
Switzerland,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,3.7,Upcoming,Momentum,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000
Netherlands,Own Blockchain,2018-08-22 16:00:00,2018-08-08 16:00:00,5.0,Closed,Attrace,ICO,2018-10-20 16:00:00,2018-09-01 16:00:00,49 days 00:00:00.000000000,14 days 00:00:00.000000000
Estonia,Stellar,2017-12-15 12:00:00,2017-12-15 12:00:00,4.4,Closed,GlitzKoin,ICO,2018-06-25 00:00:00,2018-03-16 00:00:00,101 days 00:00:00.000000000,0 days 00:00:00.000000000
Russia,Ethereum,2018-06-30 00:00:00,2018-04-25 01:00:00,4.3,Closed,MonsterBit,ICO,2018-07-30 00:00:00,2018-06-30 00:00:00,30 days 00:00:00.000000000,65 days 23:00:00.000000000
United Kingdom,Ethereum,2018-12-01 00:00:00,2018-07-07 00:00:00,4.6,Closed,FairWin,ICO,2019-02-01 00:00:00,2018-12-01 00:00:00,62 days 00:00:00.000000000,147 days 00:00:00.000000000
Hong Kong,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,3.5,Closed,Cosplay Token,ICO,2018-10-31 00:00:00,2018-07-29 00:00:00,94 days 00:00:00.000000000,0 days 00:00:00.000000000
Belarus,Ethereum,2018-10-15 23:59:00,2018-08-01 15:00:00,4.4,Closed,Avatara,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,75 days 08:59:00.000000000
Singapore,Ethereum,2018-09-09 23:59:00,2018-06-15 00:00:00,5.0,Closed,GOeureka,ICO,2018-11-30 23:59:00,2018-09-10 00:00:00,81 days 23:59:00.000000000,86 days 23:59:00.000000000
Costa Rica,Ethereum,2018-06-30 22:00:00,2018-06-01 22:00:00,5.0,Closed,IDMoney,ICO,2018-08-31 22:00:00,2018-07-01 22:00:00,61 days 00:00:00.000000000,29 days 00:00:00.000000000
Denmark,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,4.3,Closed,Firmo,ICO,2018-09-19 00:00:00,2018-08-14 00:00:00,36 days 00:00:00.000000000,0 days 00:00:00.000000000
France,Stellar,2018-10-09 11:00:00,2018-09-10 11:00:00,4.4,Closed,Cross Hedge,ICO,2018-11-10 11:00:00,2018-10-10 11:00:00,31 days 00:00:00.000000000,29 days 00:00:00.000000000
Singapore,Ethereum,2018-06-24 01:00:00,2018-05-29 00:00:00,4.1,Closed,BitScreener,ICO,2018-07-04 01:00:00,2018-06-27 01:00:00,7 days 00:00:00.000000000,26 days 01:00:00.000000000
2017-12-15T12:00:00Z,Stellar,2017-12-15 12:00:00,2017-12-15 12:00:00,4.1,Ongoing,Moveco,ICO,2017-12-15 12:00:00,2018-07-01 00:00:00,-198 days +12:00:00.000000000,0 days 00:00:00.000000000
United States of America,Ethereum,2018-07-04 00:00:00,2018-05-31 00:00:00,4.3,Closed,URAllowance,ICO,2018-09-30 00:00:00,2018-07-04 00:00:00,88 days 00:00:00.000000000,34 days 00:00:00.000000000
United Kingdom,Ethereum,2018-06-06 00:00:00,2018-05-17 00:00:00,5.0,Closed,Bitmillex,ICO,2018-08-14 00:00:00,2018-06-27 00:00:00,48 days 00:00:00.000000000,20 days 00:00:00.000000000
Cayman Islands,Ethereum,2018-07-31 23:00:00,2018-04-17 07:00:00,4.3,Closed,HEROIC.com,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,105 days 16:00:00.000000000
United States of America,Ethereum,2018-06-15 00:00:00,2018-05-15 00:00:00,3.5,Closed,Box2Table,ICO,2018-10-08 00:00:00,2018-08-08 00:00:00,61 days 00:00:00.000000000,31 days 00:00:00.000000000
United Kingdom,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,4.1,Ongoing,DocTailor,ICO,2017-12-15 12:00:00,2018-05-03 00:00:00,-139 days +12:00:00.000000000,0 days 00:00:00.000000000
Russia,Ethereum,2018-05-15 00:00:00,2018-04-17 00:00:00,3.3,Closed,Doctor Smart,ICO,2018-07-30 00:00:00,2018-05-16 00:00:00,75 days 00:00:00.000000000,28 days 00:00:00.000000000
Netherlands,2017-12-15T12:00:00Z,2018-06-09 19:00:00,2018-05-12 19:00:00,3.5,Closed,Switcoin,ICO,2018-08-11 19:00:00,2018-06-30 19:00:00,42 days 00:00:00.000000000,28 days 00:00:00.000000000
United States of America,Ethereum,2018-06-30 00:00:00,2018-05-10 00:00:00,4.3,Closed,CyBit,ICO,2018-09-20 00:00:00,2018-07-01 00:00:00,81 days 00:00:00.000000000,51 days 00:00:00.000000000
United States of America,Ethereum,2018-05-31 00:00:00,2018-05-01 00:00:00,4.4,Closed,GENEXI,ICO,2018-08-31 00:00:00,2018-06-01 00:00:00,91 days 00:00:00.000000000,30 days 00:00:00.000000000
United States of America,Stellar,2018-08-09 00:00:00,2018-05-11 00:00:00,3.5,Closed,EventJoin,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,90 days 00:00:00.000000000
United Kingdom,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,4.4,Closed,Sparkster,ICO,2018-07-09 00:00:00,2018-07-07 08:00:00,1 days 16:00:00.000000000,0 days 00:00:00.000000000
Netherlands,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,4.4,Upcoming,Impetus One,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000
United States of America,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,3.7,Upcoming,AIKON,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000
Dominican Republic,Stellar,2018-07-04 10:00:00,2018-06-07 10:00:00,2.4,Closed,Ravn's Korrax,ICO,2018-10-16 23:59:00,2018-09-19 10:00:00,27 days 13:59:00.000000000,27 days 00:00:00.000000000
Australia,Ethereum,2018-05-31 23:59:00,2018-05-11 00:00:00,4.4,Closed,XBrick,ICO,2018-06-30 23:59:00,2018-06-11 00:00:00,19 days 23:59:00.000000000,20 days 23:59:00.000000000
United States of America,Ethereum,2018-06-15 08:00:00,2018-05-15 08:00:00,4.1,Closed,SupplyBloc,ICO,2018-09-01 08:00:00,2018-08-01 08:00:00,31 days 00:00:00.000000000,31 days 00:00:00.000000000
Seychelles,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,4.8,Closed,UMKA,ICO,2018-08-01 00:00:00,2018-05-01 00:00:00,92 days 00:00:00.000000000,0 days 00:00:00.000000000
Singapore,Ethereum,2018-06-29 00:00:00,2018-04-15 00:00:00,4.1,Closed,ECOMI,ICO,2018-11-30 00:00:00,2018-06-30 00:00:00,153 days 00:00:00.000000000,75 days 00:00:00.000000000
United Kingdom,Ethereum,2018-07-15 00:00:00,2018-05-15 00:00:00,4.4,Closed,PayBlok,ICO,2018-09-23 00:00:00,2018-08-27 00:00:00,27 days 00:00:00.000000000,61 days 00:00:00.000000000
Estonia,Ethereum,2018-09-10 00:00:00,2018-09-01 00:00:00,4.1,Closed,Bettium,ICO,2018-09-30 00:00:00,2018-09-11 00:00:00,19 days 00:00:00.000000000,9 days 00:00:00.000000000
France,Ethereum,2018-09-24 00:00:00,2018-07-01 00:00:00,4.3,Closed,FlipNpik,ICO,2018-12-31 00:00:00,2018-09-25 00:00:00,97 days 00:00:00.000000000,85 days 00:00:00.000000000
Switzerland,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,4.8,Closed,IDM,ICO,2018-10-04 00:00:00,2018-06-04 00:00:00,122 days 00:00:00.000000000,0 days 00:00:00.000000000
Singapore,2017-12-15T12:00:00Z,2018-06-01 13:59:00,2018-05-15 14:00:00,2.0,Closed,VirtualStaking,ICO,2018-06-15 14:00:00,2018-06-01 14:00:00,14 days 00:00:00.000000000,16 days 23:59:00.000000000
Russia,Ethereum,2018-07-31 23:59:59,2018-07-01 00:00:00,4.3,Closed,TonerCoin,ICO,2018-08-31 23:59:59,2018-08-01 00:00:00,30 days 23:59:59.000000000,30 days 23:59:59.000000000
Hong Kong,Ethereum,2018-08-15 00:00:00,2018-05-15 00:00:00,5.0,Closed,U Run It,ICO,2018-12-31 00:00:00,2018-09-01 00:00:00,121 days 00:00:00.000000000,92 days 00:00:00.000000000
Egypt,Ethereum,2018-06-21 23:59:00,2018-06-01 00:00:00,5.0,Closed,RedCab,ICO,2018-10-15 00:00:00,2018-06-22 00:00:00,115 days 00:00:00.000000000,20 days 23:59:00.000000000
Hong Kong,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,3.3,Closed,Global Risk Exchange,ICO,2018-06-18 00:00:00,2018-05-18 00:00:00,31 days 00:00:00.000000000,0 days 00:00:00.000000000
United Kingdom,Ethereum,2018-08-10 00:00:00,2018-06-10 00:00:00,4.4,Closed,Planport,ICO,2018-09-30 00:00:00,2018-08-11 00:00:00,50 days 00:00:00.000000000,61 days 00:00:00.000000000
Canada,2017-12-15T12:00:00Z,2018-06-23 00:00:00,2018-06-20 00:00:00,0.0,Ongoing,UChain,ICO,2017-12-15 12:00:00,2018-07-10 00:00:00,-207 days +12:00:00.000000000,3 days 00:00:00.000000000
2017-12-15T12:00:00Z,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,3.7,Upcoming,Elrond Network,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000
2017-12-15T12:00:00Z,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,0.0,Upcoming,Tenzorum,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000
United Kingdom,Ethereum,2018-06-08 12:00:00,2018-06-01 12:00:00,4.4,Closed,Curaizon,ICO,2018-10-31 12:00:00,2018-06-08 12:00:00,145 days 00:00:00.000000000,7 days 00:00:00.000000000
Singapore,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,3.3,Closed,Befund,ICO,2018-06-16 04:00:00,2018-05-16 04:00:00,31 days 00:00:00.000000000,0 days 00:00:00.000000000
Ukraine,Ethereum,2018-06-08 18:00:00,2018-05-28 10:00:00,3.5,Closed,TYDO,ICO,2018-07-20 18:00:00,2018-06-25 10:00:00,25 days 08:00:00.000000000,11 days 08:00:00.000000000
United Kingdom,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,5.0,Closed,ARAW Token,ICO,2019-02-15 23:59:00,2018-09-10 00:00:00,158 days 23:59:00.000000000,0 days 00:00:00.000000000
Cayman Islands,Ethereum,2018-11-25 23:59:00,2018-08-27 00:00:00,5.0,Closed,AQUA Intelligence,ICO,2018-11-30 23:59:00,2018-11-26 00:00:00,4 days 23:59:00.000000000,90 days 23:59:00.000000000
United Kingdom,Ethereum,2018-06-24 00:00:00,2018-05-24 01:00:00,4.1,Closed,Properbuz,ICO,2018-10-31 00:00:00,2018-06-25 01:00:00,127 days 23:00:00.000000000,30 days 23:00:00.000000000
Australia,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,4.4,Closed,AgriChain,ICO,2018-07-31 00:00:00,2018-04-26 00:00:00,96 days 00:00:00.000000000,0 days 00:00:00.000000000
India,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,3.1,Closed,CZero Mobility,ICO,2018-07-23 00:00:00,2018-06-10 00:00:00,43 days 00:00:00.000000000,0 days 00:00:00.000000000
Panama,Ethereum,2018-11-30 00:00:00,2018-07-01 13:00:00,4.8,Closed,Fluzcoin,ICO,2018-12-15 00:00:00,2018-12-01 00:00:00,14 days 00:00:00.000000000,151 days 11:00:00.000000000
Estonia,Ethereum,2018-07-15 00:00:00,2018-05-15 00:00:00,4.4,Closed,Cryptocean,ICO,2018-12-25 00:00:00,2018-09-01 00:00:00,115 days 00:00:00.000000000,61 days 00:00:00.000000000
Estonia,Ethereum,2018-05-30 00:00:00,2018-05-16 00:00:00,4.1,Closed,Memority,ICO,2018-10-01 00:00:00,2018-05-31 00:00:00,123 days 00:00:00.000000000,14 days 00:00:00.000000000
Singapore,Ethereum,2018-06-20 15:00:00,2018-05-24 15:00:00,4.6,Upcoming,Namahe,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,27 days 00:00:00.000000000
Singapore,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,4.3,Closed,DREP,ICO,2018-08-06 15:00:00,2018-08-01 13:00:00,5 days 02:00:00.000000000,0 days 00:00:00.000000000
Hong Kong,Ethereum,2018-07-30 00:00:00,2018-05-09 00:00:00,3.7,Closed,SISHUB,ICO,2019-01-20 23:59:00,2018-11-20 00:00:00,61 days 23:59:00.000000000,82 days 00:00:00.000000000
Hong Kong,Steem,2018-08-07 04:29:00,2018-07-31 04:30:00,5.0,Closed,Humanscape,ICO,2018-08-31 11:00:00,2018-08-17 11:00:00,14 days 00:00:00.000000000,6 days 23:59:00.000000000
Taiwan,Ethereum,2018-06-30 00:00:00,2018-06-01 00:00:00,4.8,Closed,AIgatha,ICO,2018-07-31 00:00:00,2018-07-01 00:00:00,30 days 00:00:00.000000000,29 days 00:00:00.000000000
United States of America,Ethereum,2018-08-31 00:00:00,2018-06-01 00:00:00,3.7,Closed,iCash,ICO,2018-12-31 00:00:00,2018-09-01 00:00:00,121 days 00:00:00.000000000,91 days 00:00:00.000000000
Gibraltar,Ethereum,2018-07-14 00:00:00,2018-07-01 00:00:00,4.6,Closed,WINIota,ICO,2018-09-01 00:00:00,2018-08-01 00:00:00,31 days 00:00:00.000000000,13 days 00:00:00.000000000
Saint Kitts and Nevis,Ethereum,2018-12-17 10:00:00,2018-12-01 10:00:00,4.8,Closed,CoTrader,ICO,2019-02-14 10:00:00,2019-02-06 10:00:00,8 days 00:00:00.000000000,16 days 00:00:00.000000000
United States of America,Own Blockchain,2017-12-15 12:00:00,2017-12-15 12:00:00,3.1,Upcoming,Hypernet,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000
United Kingdom,Ethereum,2018-05-31 00:00:00,2018-04-12 00:00:00,4.1,Closed,Zealeum,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,49 days 00:00:00.000000000
Estonia,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,4.4,Closed,Aitheon,ICO,2018-06-05 17:00:00,2018-04-20 17:00:00,46 days 00:00:00.000000000,0 days 00:00:00.000000000
United Kingdom,Ethereum,2018-03-29 00:00:00,2017-12-15 00:00:00,4.8,Closed,Smart Valley,ICO,2018-07-14 00:00:00,2018-05-14 00:00:00,61 days 00:00:00.000000000,104 days 00:00:00.000000000
Cayman Islands,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,4.4,Closed,OptiToken,ICO,2018-07-01 00:00:00,2018-04-01 00:00:00,91 days 00:00:00.000000000,0 days 00:00:00.000000000
Russia,Ethereum,2018-05-31 23:59:00,2018-05-16 10:00:00,4.8,Closed,JOYS,ICO,2019-04-10 23:59:00,2019-01-10 10:00:00,90 days 13:59:00.000000000,15 days 13:59:00.000000000
Virgin Islands (British),Ethereum,2018-06-12 00:00:00,2018-05-29 00:00:00,4.6,Closed,CRYSTALS,ICO,2018-07-19 00:00:00,2018-06-19 00:00:00,30 days 00:00:00.000000000,14 days 00:00:00.000000000
Luxembourg,Ethereum,2018-07-01 00:00:00,2018-04-24 00:00:00,3.7,Closed,iRegMed,ICO,2018-08-15 00:00:00,2018-07-01 00:00:00,45 days 00:00:00.000000000,68 days 00:00:00.000000000
Germany,Ethereum,2018-12-12 23:59:00,2018-09-10 00:00:00,5.0,Closed,ServAdvisor,ICO,2019-02-28 23:59:00,2019-01-21 00:00:00,38 days 23:59:00.000000000,93 days 23:59:00.000000000
Singapore,Own Blockchain,2018-07-20 00:00:00,2018-04-23 00:00:00,4.6,Closed,AllSpark,ICO,2018-08-15 23:59:00,2018-07-23 00:00:00,23 days 23:59:00.000000000,88 days 00:00:00.000000000
Singapore,Ethereum,2018-08-01 11:59:00,2018-07-25 12:00:00,4.8,Closed,Usechain,ICO,2018-08-08 20:00:00,2018-08-08 00:00:00,0 days 20:00:00.000000000,6 days 23:59:00.000000000
South Korea,ICON,2018-11-21 10:00:00,2018-11-12 00:00:00,3.5,Closed,weBloc,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,9 days 10:00:00.000000000
United States of America,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,4.3,Upcoming,Big Data Block,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000
Hong Kong,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,4.4,Upcoming,NYNJA,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000
Switzerland,Ethereum,2018-06-15 00:00:00,2018-04-07 00:00:00,5.0,Closed,Kuende,ICO,2018-11-16 00:00:00,2018-10-19 00:00:00,28 days 00:00:00.000000000,69 days 00:00:00.000000000
Netherlands,Ethereum,2018-10-01 00:00:00,2018-09-24 00:00:00,4.3,Closed,iCasting,ICO,2018-12-24 00:00:00,2018-11-26 00:00:00,28 days 00:00:00.000000000,7 days 00:00:00.000000000
Cayman Islands,Ethereum,2018-08-31 05:00:00,2018-06-30 00:00:00,5.0,Closed,LaborCrypto,ICO,2018-11-30 00:00:00,2018-09-01 00:00:00,90 days 00:00:00.000000000,62 days 05:00:00.000000000
Australia,Ethereum,2018-05-27 00:00:00,2018-04-27 00:00:00,4.6,Closed,MetaMorph.pro,ICO,2018-07-14 00:00:00,2018-05-28 00:00:00,47 days 00:00:00.000000000,30 days 00:00:00.000000000
India,Ethereum,2018-06-30 23:59:00,2018-06-01 00:00:00,4.3,Closed,XRT,ICO,2018-08-30 23:59:00,2018-07-11 00:00:00,50 days 23:59:00.000000000,29 days 23:59:00.000000000
France,Ethereum,2018-06-30 00:00:00,2018-06-01 00:00:00,4.3,Closed,BitStash,ICO,2018-07-31 00:00:00,2018-07-01 00:00:00,30 days 00:00:00.000000000,29 days 00:00:00.000000000
Malta,Ethereum,2018-06-30 00:00:00,2018-06-01 00:00:00,4.3,Closed,FastBet,ICO,2018-08-15 00:00:00,2018-07-10 00:00:00,36 days 00:00:00.000000000,29 days 00:00:00.000000000
Hong Kong,Ethereum,2018-07-31 00:00:00,2018-07-01 00:00:00,4.8,Closed,Trends Project,ICO,2018-10-03 00:00:00,2018-08-15 00:00:00,49 days 00:00:00.000000000,30 days 00:00:00.000000000
Russia,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,4.8,Closed,Efir.io,ICO,2018-09-30 03:00:00,2018-05-14 00:03:00,139 days 02:57:00.000000000,0 days 00:00:00.000000000
Singapore,Ethereum,2018-08-31 00:00:00,2018-05-09 00:00:00,4.3,Closed,Bitex,ICO,2018-09-30 00:00:00,2018-09-01 00:00:00,29 days 00:00:00.000000000,114 days 00:00:00.000000000
Cyprus,Ethereum,2018-05-20 00:00:00,2018-05-10 00:00:00,4.1,Closed,WinStars,ICO,2018-07-03 00:00:00,2018-06-03 00:00:00,30 days 00:00:00.000000000,10 days 00:00:00.000000000
United States of America,Ethereum,2018-08-03 00:00:00,2018-05-21 00:00:00,5.0,Closed,LeadRex,ICO,2018-11-09 00:00:00,2018-08-04 00:00:00,97 days 00:00:00.000000000,74 days 00:00:00.000000000
Malta,Ethereum,2018-01-31 00:00:00,2017-12-01 00:00:00,3.9,Closed,ContractVault,ICO,2018-08-31 00:00:00,2018-07-15 00:00:00,47 days 00:00:00.000000000,61 days 00:00:00.000000000
United States of America,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,4.1,Upcoming,All Public Art,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000
Cayman Islands,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,3.7,Upcoming,SLP,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000
Netherlands,Ethereum,2017-12-15 12:00:00,2018-06-01 00:00:00,4.6,Pre-Sale,Registry Blocks,ICO,2017-12-15 12:00:00,2017-12-15 12:00:00,0 days 00:00:00.000000000,-168 days +12:00:00.000000000
Panama,Ethereum,2018-08-15 06:59:59,2018-06-04 13:00:00,5.0,Closed,PlaceToRent,ICO,2018-09-26 06:59:59,2018-08-15 07:00:00,41 days 23:59:59.000000000,71 days 17:59:59.000000000
Germany,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,4.6,Closed,MulTra,ICO,2018-07-09 00:00:00,2018-06-09 00:00:00,30 days 00:00:00.000000000,0 days 00:00:00.000000000
Singapore,Ethereum,2018-05-21 00:00:00,2018-05-14 01:00:00,3.7,Closed,INCX,ICO,2018-07-11 00:00:00,2018-06-11 00:00:00,30 days 00:00:00.000000000,6 days 23:00:00.000000000
Singapore,Ethereum,2018-05-15 23:59:00,2018-05-05 00:00:00,4.8,Trading,Distributed Credit Chain,ICO,2018-05-28 23:59:00,2018-05-28 00:00:00,0 days 23:59:00.000000000,10 days 23:59:00.000000000
Singapore,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,4.8,Closed,Carboneum,ICO,2018-07-08 02:59:00,2018-06-25 03:00:00,12 days 23:59:00.000000000,0 days 00:00:00.000000000
United States of America,Ethereum,2018-07-30 18:59:00,2018-06-30 19:00:00,3.3,Closed,Creditor,ICO,2018-09-15 18:59:00,2018-07-31 19:00:00,45 days 23:59:00.000000000,29 days 23:59:00.000000000
Austria,Ethereum,2017-12-15 12:00:00,2017-12-15 12:00:00,4.3,Closed,Apollo Septem,ICO,2018-11-01 00:00:00,2018-05-01 00:00:00,184 days 00:00:00.000000000,0 days 00:00:00.000000000
